2025-05-07 13:04:47,845 - discord_bot - INFO - Bot starting up...
2025-05-07 13:04:51,161 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:51] "GET / HTTP/1.1" 200 -
2025-05-07 13:04:51,171 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:51] "GET /api/bot-status?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:04:51,178 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:51] "[31m[1mGET /api/member-count?api_key=025002 HTTP/1.1[0m" 400 -
2025-05-07 13:04:52,853 - discord_bot - INFO - Found Admin role with ID: 1315978990560743434
2025-05-07 13:04:52,853 - discord_bot - INFO - MockUser initialized with Admin role ID: 1315978990560743434
2025-05-07 13:04:52,853 - discord_bot - INFO - Mock context initialized with guild: Zorzi's server
2025-05-07 13:04:52,853 - discord_bot - INFO - Mock context initialized with author: Master M
2025-05-07 13:04:52,853 - discord_bot - INFO - Bot started successfully in development mode
2025-05-07 13:04:52,853 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:52] "POST /api/start-bot?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:04:56,150 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:56] "GET / HTTP/1.1" 200 -
2025-05-07 13:04:56,157 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:56] "GET /api/bot-status?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:04:56,163 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:04:56] "GET /api/member-count?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:05:00,876 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:05:00] "GET /api/ping?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:05:01,152 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:05:01] "GET / HTTP/1.1" 200 -
2025-05-07 13:05:01,160 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:05:01] "GET /api/bot-status?api_key=025002 HTTP/1.1" 200 -
2025-05-07 13:05:01,165 - werkzeug - INFO - 127.0.0.1 - - [07/May/2025 13:05:01] "GET /api/member-count?api_key=025002 HTTP/1.1" 200 -
